artigo;datahora;Produto / Situação / Cor / Desenho / Variante;Previsão;Estoque;Pedidos;Disponível
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;Pronta entrega;4.986,20;100,00;4.886,20,19
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;19/01/2026;3.843,20;0,00;3.843,20,23
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;09/02/2026;7.330,90;0,00;7.330,90
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;16/02/2026;15.327,70;4.200,00,11.127,70;000014
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;19/01/2026;3.843,20;0,00;3.843,20,23
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;23/01/2026;100,60;0,00;100,60,16
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;16/02/2026;15.327,70;4.200,00,11.127,70;000014
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;19/01/2026;3.843,20;0,00;3.843,20,23
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;09/02/2026;7.330,90;0,00;7.330,90
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;16/02/2026;15.327,70;4.200,00,11.127,70;000014
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;19/01/2026;3.843,20;0,00;3.843,20,23
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;09/02/2026;7.330,90;0,00;7.330,90
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;16/02/2026;15.327,70;4.200,00,11.127,70;000014
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;19/01/2026;3.843,20;0,00;3.843,20,23
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;23/01/2026;100,60;0,00;100,60,16
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;09/02/2026;7.330,90;0,00;7.330,90
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;16/02/2026;15.327,70;4.200,00,11.127,70;000014
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;16/02/2026;15.327,70;4.200,00,11.127,70;000014
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;19/01/2026;3.843,20;0,00;3.843,20,23
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;16/02/2026;15.327,70;4.200,00,11.127,70;000014
000014;2026-01-15 11:11:53;000014 VELUDO CONFORT 001 TINTO / 00005 5 - BLACK 00000 LISO / 00000 Padrao;09/02/2026;7.330,90;0,00;7.330,90
