artigo;datahora;Produto / Situação / Cor / Desenho / Variante;Previsão;Estoque;Pedidos;Disponível
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0001111 - BEIGE / 00000LISO/00000Padrao / 0001111 - BEIGE;Pronta entrega;764,80;764,80;0,00
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0001111 - BEIGE / 00000LISO/00000Padrao / 0001111 - BEIGE;20/02/2026;23.475,10;22.967,00;508,10
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0001111 - BEIGE / 00000LISO/00000Padrao / 0001111 - BEIGE;16/03/2026;35.000,00;22.900,00;12.100,00
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0001919 - ROSE / 00000LISO/00000Padrao / 0001919 - ROSE;Pronta entrega;405,00;398,00;7,00
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0001919 - ROSE / 00000LISO/00000Padrao / 0001919 - ROSE;13/02/2026;1.288,30;120,00;1.168,30
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0001919 - ROSE / 00000LISO/00000Padrao / 0001919 - ROSE;20/02/2026;2.080,70;0,00;2.080,70
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002020 - WINE / 00000LISO/00000Padrao / 0002020 - WINE;Pronta entrega;733,30;320,00;413,30
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002020 - WINE / 00000LISO/00000Padrao / 0002020 - WINE;13/02/2026;1.397,60;0,00;1.397,60
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002020 - WINE / 00000LISO/00000Padrao / 0002020 - WINE;20/02/2026;1.598,50;0,00;1.598,50
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002626 - BLUE NIGHT / 00000LISO/00000Padrao / 0002626 - BLUE NIGHT;Pronta entrega;1.815,60;380,00;1.435,60
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002626 - BLUE NIGHT / 00000LISO/00000Padrao / 0002626 - BLUE NIGHT;13/02/2026;5.138,90;0,00;5.138,90
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002626 - BLUE NIGHT / 00000LISO/00000Padrao / 0002626 - BLUE NIGHT;20/02/2026;2.732,80;0,00;2.732,80
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002929 - TERRA COTA / 00000LISO/00000Padrao / 0002929 - TERRA COTA;Pronta entrega;0,00;0,00;0,00
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0002929 - TERRA COTA / 00000LISO/00000Padrao / 0002929 - TERRA COTA;13/02/2026;1.833,80;620,00;1.213,80
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0003030 - COBRE / 00000LISO/00000Padrao / 0003030 - COBRE;Pronta entrega;787,30;120,00;667,30
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0003030 - COBRE / 00000LISO/00000Padrao / 0003030 - COBRE;13/02/2026;1.343,90;0,00;1.343,90
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0003030 - COBRE / 00000LISO/00000Padrao / 0003030 - COBRE;20/02/2026;1.169,10;0,00;1.169,10
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0003737 - GRANITO / 00000LISO/00000Padrao / 0003737 - GRANITO;Pronta entrega;3.942,20;320,00;3.622,20
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0003737 - GRANITO / 00000LISO/00000Padrao / 0003737 - GRANITO;13/02/2026;1.920,80;0,00;1.920,80
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0003737 - GRANITO / 00000LISO/00000Padrao / 0003737 - GRANITO;20/02/2026;2.738,10;0,00;2.738,10
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0003838 - MOSTARDA / 00000LISO/00000Padrao / 0003838 - MOSTARDA;Pronta entrega;1.179,40;120,00;1.059,40
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0004141 - MOKA / 00000LISO/00000Padrao / 0004141 - MOKA;Pronta entrega;14.347,40;320,00;14.027,40
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0004242 - SAHARA / 00000LISO/00000Padrao / 0004242 - SAHARA;Pronta entrega;0,00;0,00;0,00
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0004242 - SAHARA / 00000LISO/00000Padrao / 0004242 - SAHARA;13/02/2026;5.122,30;1.624,60;3.497,70
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0004242 - SAHARA / 00000LISO/00000Padrao / 0004242 - SAHARA;20/02/2026;3.442,90;2.172,00;1.270,90
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005050 - PURPURA / 00000LISO/00000Padrao / 0005050 - PURPURA;Pronta entrega;203,50;120,00;83,50
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005050 - PURPURA / 00000LISO/00000Padrao / 0005050 - PURPURA;13/02/2026;1.301,20;0,00;1.301,20
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005151 - AZUL HORIZONTE / 00000LISO/00000Padrao / 0005151 - AZUL HORIZONTE;Pronta entrega;895,20;120,00;775,20
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005151 - AZUL HORIZONTE / 00000LISO/00000Padrao / 0005151 - AZUL HORIZONTE;13/02/2026;1.326,40;0,00;1.326,40
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005252 - TIFFANY / 00000LISO/00000Padrao / 0005252 - TIFFANY;Pronta entrega;751,50;120,00;631,50
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005252 - TIFFANY / 00000LISO/00000Padrao / 0005252 - TIFFANY;13/02/2026;1.337,00;0,00;1.337,00
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005353 - CINZA NANQUIM / 00000LISO/00000Padrao / 0005353 - CINZA NANQUIM;Pronta entrega;58.668,00;320,00;58.348,00
20;2026-01-21 13:18:21;000020VELUDO SILVER / 001TINTO /0005353 - CINZA NANQUIM / 00000LISO/00000Padrao / 0005353 - CINZA NANQUIM;13/02/2026;19.577,20;0,00;19.577,20
